Date,State,Confirmed,Recovered,Deaths,Vaccinations
2020-10-09,Gujarat,35831,32274,721,71830
2020-10-10,Maharashtra,16096,13201,697,66554
2020-10-10,Delhi,18706,17501,310,22482
2020-10-10,Uttar Pradesh,10318,9608,126,19650
2020-10-10,Karnataka,47118,43963,971,16801
2020-10-10,Tamil Nadu,23372,21957,425,27398
2020-10-10,Gujarat,11694,9292,372,70140
2020-10-11,Maharashtra,26251,20686,809,24643
2020-10-11,Delhi,39967,30543,1707,89003
2020-10-11,Uttar Pradesh,35808,30970,1095,73178
2020-10-11,Karnataka,2600,2005,70,25183
2020-10-11,Tamil Nadu,2132,1683,29,43563
2020-10-11,Gujarat,27691,25884,1186,55639
2020-10-12,Maharashtra,38777,33249,1438,29363
2020-10-12,Delhi,47694,35939,672,79329
2020-10-12,Uttar Pradesh,2620,2190,79,44390
2020-10-12,Karnataka,7093,5804,122,25655
2020-10-12,Tamil Nadu,34005,28679,1272,90945
2020-10-12,Gujarat,12110,9401,550,6537
2020-10-13,Maharashtra,18138,14414,803,94743
2020-10-13,Delhi,21619,18329,404,35562
2020-10-13,Uttar Pradesh,29036,26202,1377,73681
2020-10-13,Karnataka,28818,22620,1296,25104
2020-10-13,Tamil Nadu,5067,3868,104,36416
2020-10-13,Gujarat,43012,37705,1670,53270
2020-10-14,Maharashtra,7533,6733,83,74468
2020-10-14,Delhi,48363,42334,766,28723
2020-10-14,Uttar Pradesh,1719,1610,84,25541
2020-10-14,Karnataka,46929,36205,501,84569
2020-10-14,Tamil Nadu,32673,26266,1397,98144
2020-10-14,Gujarat,24525,18770,651,55227
2020-10-15,Maharashtra,38383,32647,1604,20733
2020-10-15,Delhi,47660,45061,2315,14247
2020-10-15,Uttar Pradesh,24840,20117,347,89171
2020-10-15,Karnataka,26628,24316,669,82597
2020-10-15,Tamil Nadu,7041,5843,188,26059
2020-10-15,Gujarat,35328,31505,1633,40490
2020-10-16,Maharashtra,11550,8788,124,29309
2020-10-16,Delhi,1808,1593,70,33718
2020-10-16,Uttar Pradesh,29801,23803,662,51660
2020-10-16,Karnataka,42017,32043,1447,8895
2020-10-16,Tamil Nadu,43968,39596,1319,23174
2020-10-16,Gujarat,34653,29696,1727,72609
2020-10-17,Maharashtra,7269,6700,172,31811
2020-10-17,Delhi,7841,7278,333,80235
2020-10-17,Uttar Pradesh,46505,37192,2158,7147
2020-10-17,Karnataka,34383,25985,1229,66108
2020-10-17,Tamil Nadu,41634,34969,991,42755
2020-10-17,Gujarat,9733,8284,160,86171
2020-10-18,Maharashtra,49615,45782,1303,11862
2020-10-18,Delhi,45927,35766,475,66991
2020-10-18,Uttar Pradesh,41927,36364,1183,47879
2020-10-18,Karnataka,7825,7043,311,45736
2020-10-18,Tamil Nadu,25530,23630,530,79255
2020-10-18,Gujarat,5886,4865,100,26575
2020-10-19,Maharashtra,47724,39994,609,12856
2020-10-19,Delhi,39169,34058,1549,81448
2020-10-19,Uttar Pradesh,39506,33169,1166,14969
2020-10-19,Karnataka,13404,11733,326,44462
2020-10-19,Tamil Nadu,20360,17225,599,66313
2020-10-19,Gujarat,35160,32480,1623,70641
2020-10-20,Maharashtra,45247,39311,1754,18275
2020-10-20,Delhi,40753,31230,762,24641
2020-10-20,Uttar Pradesh,7213,6609,205,55713
2020-10-20,Karnataka,21390,20041,758,76218
2020-10-20,Tamil Nadu,6782,5705,108,21984
2020-10-20,Gujarat,46780,39265,1923,54402
2020-10-21,Maharashtra,27120,21232,711,50836
2020-10-21,Delhi,9417,8400,251,23562
2020-10-21,Uttar Pradesh,11871,10933,289,63047
2020-10-21,Karnataka,36312,32425,987,70864
2020-10-21,Tamil Nadu,47451,44719,2305,37888
2020-10-21,Gujarat,7749,6555,379,74211
2020-10-22,Maharashtra,19460,18068,255,59401
2020-10-22,Delhi,33463,31709,855,38123
2020-10-22,Uttar Pradesh,29810,26439,550,67370
2020-10-22,Karnataka,48599,39183,1285,52657
2020-10-22,Tamil Nadu,3024,2279,136,18503
2020-10-22,Gujarat,11303,9154,234,64557
2020-10-23,Maharashtra,2906,2416,143,63701
2020-10-23,Delhi,13031,11379,153,86218
2020-10-23,Uttar Pradesh,16193,15056,565,99968
2020-10-23,Karnataka,30504,25320,1460,73607
2020-10-23,Tamil Nadu,17939,15190,823,73222
2020-10-23,Gujarat,13666,10488,648,21459
2020-10-24,Maharashtra,21710,19718,391,24157
2020-10-24,Delhi,36030,33148,777,91282
2020-10-24,Uttar Pradesh,6188,4702,98,65119
2020-10-24,Karnataka,37766,32673,1352,10796
2020-10-24,Tamil Nadu,48218,45424,568,34825
2020-10-24,Gujarat,37839,32669,1789,30988
2020-10-25,Maharashtra,36507,31337,1036,28806
2020-10-25,Delhi,37901,33484,569,47616
2020-10-25,Uttar Pradesh,10241,8674,163,15976
2020-10-25,Karnataka,49640,38941,2228,82707
2020-10-25,Tamil Nadu,25111,19622,1217,98789
2020-10-25,Gujarat,31980,27726,660,9792
2020-10-26,Maharashtra,14237,13006,699,39206
2020-10-26,Delhi,29740,25011,1193,40031
2020-10-26,Uttar Pradesh,43929,38826,1871,70867
2020-10-26,Karnataka,24244,22320,1072,19591
2020-10-26,Tamil Nadu,32711,29535,430,93534
2020-10-26,Gujarat,11929,10433,289,22393
2020-10-27,Maharashtra,35318,28139,1256,86103
2020-10-27,Delhi,29840,26934,1255,25625
2020-10-27,Uttar Pradesh,15086,12575,177,61630
2020-10-27,Karnataka,26103,21933,383,92580
2020-10-27,Tamil Nadu,12926,11900,429,53928
2020-10-27,Gujarat,18560,14631,537,32626
2020-10-28,Maharashtra,33720,27709,1051,68645
2020-10-28,Delhi,8860,7518,255,78366
2020-10-28,Uttar Pradesh,15781,14508,682,76185
2020-10-28,Karnataka,10120,9481,395,80282
2020-10-28,Tamil Nadu,44738,41681,1529,97705
2020-10-28,Gujarat,1595,1374,78,25823
2020-10-29,Maharashtra,6972,5377,286,30020
2020-10-29,Delhi,43748,36725,805,38798
2020-10-29,Uttar Pradesh,43255,40030,934,48005
2020-10-29,Karnataka,30195,24448,1114,28535
2020-10-29,Tamil Nadu,11000,8655,328,43170
2020-10-29,Gujarat,33408,26432,1281,9924
2020-10-30,Maharashtra,49037,40886,2012,83816
2020-10-30,Delhi,25118,21670,457,97385
2020-10-30,Uttar Pradesh,28566,21723,1259,70421
2020-10-30,Karnataka,32225,29804,776,94630
2020-10-30,Tamil Nadu,24866,23154,374,54037
2020-10-30,Gujarat,15567,12404,232,18335
2020-10-31,Maharashtra,45140,39120,1778,36007
2020-10-31,Delhi,42297,32798,1970,62480
2020-10-31,Uttar Pradesh,23754,22514,489,10993
2020-10-31,Karnataka,31805,24184,462,57066
2020-10-31,Tamil Nadu,47314,44943,1991,49527
2020-10-31,Gujarat,10190,8681,224,87315
2020-11-01,Maharashtra,29174,23541,730,88569
2020-11-01,Delhi,21074,16132,225,33942
2020-11-01,Uttar Pradesh,30059,26748,435,37826
2020-11-01,Karnataka,31297,26808,903,84553
2020-11-01,Tamil Nadu,9314,8364,137,41113
2020-11-01,Gujarat,16357,13943,482,79632
2020-11-02,Maharashtra,20938,16435,772,51157
2020-11-02,Delhi,42034,31798,1670,16434
2020-11-02,Uttar Pradesh,39098,34528,1162,79099
2020-11-02,Karnataka,18558,15300,374,97103
2020-11-02,Tamil Nadu,33376,31617,408,51737
2020-11-02,Gujarat,24495,21437,298,64946
2020-11-03,Maharashtra,41030,34973,1275,48074
2020-11-03,Delhi,38259,30001,685,5769
2020-11-03,Uttar Pradesh,18806,16336,346,23653
2020-11-03,Karnataka,39043,32323,766,47399
2020-11-03,Tamil Nadu,45013,37001,611,81631
2020-11-03,Gujarat,21343,18751,881,55222
2020-11-04,Maharashtra,10166,9031,165,21704
2020-11-04,Delhi,19705,18097,362,58915
2020-11-04,Uttar Pradesh,45007,40085,1174,64274
2020-11-04,Karnataka,8637,6931,351,58019
2020-11-04,Tamil Nadu,11618,9497,303,72863
2020-11-04,Gujarat,33391,28359,498,12642
2020-11-05,Maharashtra,15435,13962,650,9381
2020-11-05,Delhi,32047,26384,799,59712
2020-11-05,Uttar Pradesh,41228,37504,1578,61411
2020-11-05,Karnataka,32933,27197,391,80828
2020-11-05,Tamil Nadu,16089,15142,206,55539
2020-11-05,Gujarat,45143,38400,1342,18163
2020-11-06,Maharashtra,47057,44441,770,79599
2020-11-06,Delhi,1834,1518,67,7413
2020-11-06,Uttar Pradesh,10505,9021,416,63408
2020-11-06,Karnataka,38679,30459,403,70131
2020-11-06,Tamil Nadu,16762,15561,360,86434
2020-11-06,Gujarat,22577,18740,722,68230
2020-11-07,Maharashtra,33980,30059,1686,50807
2020-11-07,Delhi,23301,19897,410,18777
2020-11-07,Uttar Pradesh,39346,36615,473,8845
2020-11-07,Karnataka,45650,37350,2099,8293
2020-11-07,Tamil Nadu,45398,34644,1451,71273
2020-11-07,Gujarat,17619,15514,356,19779
2020-11-08,Maharashtra,30294,27867,958,17178
2020-11-08,Delhi,20935,18892,806,62853
2020-11-08,Uttar Pradesh,47631,37072,671,20111
2020-11-08,Karnataka,33312,25551,736,72313
2020-11-08,Tamil Nadu,25014,20359,1118,12490
2020-11-08,Gujarat,42661,32706,1663,88245
2020-11-09,Maharashtra,45682,40686,496,75192
2020-11-09,Delhi,37901,32713,1142,6831
2020-11-09,Uttar Pradesh,29511,25681,1296,8232
2020-11-09,Karnataka,37526,31775,1468,81508
2020-11-09,Tamil Nadu,49136,40214,873,38172
2020-11-09,Gujarat,19105,16803,213,91130
2020-11-10,Maharashtra,12384,10179,161,63759
2020-11-10,Delhi,45553,40256,1030,59154
2020-11-10,Uttar Pradesh,36851,34061,718,35936
2020-11-10,Karnataka,14322,11848,296,15292
2020-11-10,Tamil Nadu,27841,21406,418,27912
2020-11-10,Gujarat,37919,34221,1744,24276
2020-11-11,Maharashtra,32923,28978,1415,67147
2020-11-11,Delhi,33563,25662,703,86335
2020-11-11,Uttar Pradesh,27336,21968,1366,51182
2020-11-11,Karnataka,9587,7209,152,32197
2020-11-11,Tamil Nadu,21719,18233,1046,83177
2020-11-11,Gujarat,42964,34897,788,13536
2020-11-12,Maharashtra,46712,40093,1643,79353
2020-11-12,Delhi,29955,27263,1056,22127
2020-11-12,Uttar Pradesh,18952,17360,692,88656
2020-11-12,Karnataka,14334,13432,666,63008
2020-11-12,Tamil Nadu,18740,16746,623,72300
2020-11-12,Gujarat,7009,6504,238,73906
2020-11-13,Maharashtra,39744,34939,1815,8650
2020-11-13,Delhi,46117,41437,977,53113
2020-11-13,Uttar Pradesh,9789,7514,259,40418
2020-11-13,Karnataka,47368,42095,2350,32885
2020-11-13,Tamil Nadu,22885,21049,634,72067
2020-11-13,Gujarat,6481,5431,207,95365
2020-11-14,Maharashtra,20932,18139,1013,86426
2020-11-14,Delhi,19807,16158,447,20540
2020-11-14,Uttar Pradesh,36676,34407,436,90435
2020-11-14,Karnataka,20787,16378,312,15150
2020-11-14,Tamil Nadu,21393,19835,877,98286
2020-11-14,Gujarat,9593,8724,199,95347
2020-11-15,Maharashtra,29074,22603,681,78719
2020-11-15,Delhi,21661,16691,849,41495
2020-11-15,Uttar Pradesh,14703,13333,436,63453
2020-11-15,Karnataka,23942,22463,1083,14716
2020-11-15,Tamil Nadu,42563,37181,1559,56990
2020-11-15,Gujarat,48752,45870,2192,12213
2020-11-16,Maharashtra,45223,36200,1640,9134
2020-11-16,Delhi,26892,23068,1311,96239
2020-11-16,Uttar Pradesh,15496,11819,496,10153
2020-11-16,Karnataka,11481,10899,312,76997
2020-11-16,Tamil Nadu,39934,37191,704,54112
2020-11-16,Gujarat,11940,9923,139,6067
2020-11-17,Maharashtra,21607,19170,1036,53521
2020-11-17,Delhi,47946,43740,585,24563
2020-11-17,Uttar Pradesh,48322,36923,2288,72262
2020-11-17,Karnataka,27582,21898,771,22221
2020-11-17,Tamil Nadu,49506,42546,1782,67435
2020-11-17,Gujarat,42831,36647,645,91338
2020-11-18,Maharashtra,44601,36660,1169,48310
2020-11-18,Delhi,5357,4138,111,7739
2020-11-18,Uttar Pradesh,14231,13054,235,37624
2020-11-18,Karnataka,11635,8879,444,89790
2020-11-18,Tamil Nadu,12392,10257,343,80379
2020-11-18,Gujarat,46591,38776,736,67672
2020-11-19,Maharashtra,28228,22306,372,58015
2020-11-19,Delhi,23538,17822,855,88683
2020-11-19,Uttar Pradesh,4291,4003,189,43889
2020-11-19,Karnataka,45966,36374,2066,10409
2020-11-19,Tamil Nadu,43438,33367,1919,12869
2020-11-19,Gujarat,36724,33031,674,24768
2020-11-20,Maharashtra,31794,28533,1115,86948
2020-11-20,Delhi,26596,20941,336,20764
2020-11-20,Uttar Pradesh,28563,25623,377,12244
2020-11-20,Karnataka,7372,6346,339,69471
2020-11-20,Tamil Nadu,45997,34581,598,74586
2020-11-20,Gujarat,17709,15051,220,43674
2020-11-21,Maharashtra,35489,33505,1148,63971
2020-11-21,Delhi,40709,34560,547,46152
2020-11-21,Uttar Pradesh,28250,22547,1122,51412
2020-11-21,Karnataka,44876,38913,464,89433
2020-11-21,Tamil Nadu,9168,8183,226,84286
2020-11-21,Gujarat,17988,14509,814,93720
2020-11-22,Maharashtra,34365,29951,898,88797
2020-11-22,Delhi,45932,36193,1963,92700
2020-11-22,Uttar Pradesh,47197,39045,1265,37694
2020-11-22,Karnataka,25230,18952,331,13419
2020-11-22,Tamil Nadu,48952,37476,1873,50687
2020-11-22,Gujarat,35131,28991,1651,15514
2020-11-23,Maharashtra,48456,45186,2178,90193
2020-11-23,Delhi,46009,38533,1085,69800
2020-11-23,Uttar Pradesh,30401,24320,737,94922
2020-11-23,Karnataka,5846,5105,171,30570
2020-11-23,Tamil Nadu,31255,29123,348,21043
2020-11-23,Gujarat,46532,43292,1296,8412
2020-11-24,Maharashtra,17440,16374,322,10752
2020-11-24,Delhi,22217,17181,336,19691
2020-11-24,Uttar Pradesh,5311,4813,94,80930
2020-11-24,Karnataka,27872,22285,319,48397
2020-11-24,Tamil Nadu,38909,34339,1307,20438
2020-11-24,Gujarat,24385,19268,542,59213
2020-11-25,Maharashtra,49373,44726,2008,13493
2020-11-25,Delhi,7691,6207,98,68755
2020-11-25,Uttar Pradesh,37009,33258,1018,43179
2020-11-25,Karnataka,2587,2224,122,82224
2020-11-25,Tamil Nadu,5409,4131,152,43174
2020-11-25,Gujarat,13041,10953,524,31370
2020-11-26,Maharashtra,30482,25876,1395,10322
2020-11-26,Delhi,14932,13882,684,62134
2020-11-26,Uttar Pradesh,47136,43449,638,25369
2020-11-26,Karnataka,13881,11300,237,92911
2020-11-26,Tamil Nadu,23611,19681,473,52013
2020-11-26,Gujarat,16754,14441,408,40282
2020-11-27,Maharashtra,37737,31231,1578,7196
2020-11-27,Delhi,32115,28867,516,39077
2020-11-27,Uttar Pradesh,1864,1638,83,82514
2020-11-27,Karnataka,25599,23451,841,88151
2020-11-27,Tamil Nadu,41727,35661,1876,34377
2020-11-27,Gujarat,31031,24893,1397,30762
2020-11-28,Maharashtra,35332,31404,376,34990
2020-11-28,Delhi,43907,38916,804,8258
2020-11-28,Uttar Pradesh,32629,27181,696,20775
2020-11-28,Karnataka,12039,10190,466,58632
2020-11-28,Tamil Nadu,1055,919,26,85720
2020-11-28,Gujarat,1669,1260,16,23522
2020-11-29,Maharashtra,12656,10520,557,93648
2020-11-29,Delhi,39452,31518,753,21940
2020-11-29,Uttar Pradesh,25003,21243,688,54297
2020-11-29,Karnataka,18257,16822,485,69210
2020-11-29,Tamil Nadu,16407,13741,315,91912
2020-11-29,Gujarat,1370,1048,59,8196
2020-11-30,Maharashtra,43320,37472,1796,69839
2020-11-30,Delhi,42916,36905,1901,54390
2020-11-30,Uttar Pradesh,33275,24983,347,48209
2020-11-30,Karnataka,32639,25491,1193,82400
2020-11-30,Tamil Nadu,35764,26850,698,11849
2020-11-30,Gujarat,37015,29027,537,61866
2020-12-01,Maharashtra,48078,40646,2393,17884
2020-12-01,Delhi,19824,15161,985,76492
2020-12-01,Uttar Pradesh,14928,11536,458,32862
2020-12-01,Karnataka,6190,4858,300,57186
2020-12-01,Tamil Nadu,45648,35857,2127,56259
2020-12-01,Gujarat,8036,6477,131,9677
2020-12-02,Maharashtra,8972,7240,374,55617
2020-12-02,Delhi,21493,18355,739,80271
2020-12-02,Uttar Pradesh,35457,28629,1079,68171
2020-12-02,Karnataka,46771,39098,1005,42289
2020-12-02,Tamil Nadu,34892,29333,1729,39470
2020-12-02,Gujarat,19385,16190,622,31382
2020-12-03,Maharashtra,12139,9770,315,86238
2020-12-03,Delhi,30217,27528,1330,40169
2020-12-03,Uttar Pradesh,27940,22815,419,66772
2020-12-03,Karnataka,14824,13158,302,15974
2020-12-03,Tamil Nadu,47614,38689,662,99049
2020-12-03,Gujarat,3956,3425,138,60612
2020-12-04,Maharashtra,35938,32620,1535,83345
2020-12-04,Delhi,15855,12949,359,40524
2020-12-04,Uttar Pradesh,7853,5971,82,57243
2020-12-04,Karnataka,46615,39409,710,8203
2020-12-04,Tamil Nadu,40267,37710,1787,35984
2020-12-04,Gujarat,42941,36347,1323,52965
2020-12-05,Maharashtra,20733,16442,879,37449
2020-12-05,Delhi,27143,21516,1005,14972
2020-12-05,Uttar Pradesh,34351,32163,465,93116
2020-12-05,Karnataka,15855,14856,388,59437
2020-12-05,Tamil Nadu,49506,43767,1067,15131
2020-12-05,Gujarat,1788,1552,69,14569
2020-12-06,Maharashtra,22657,19323,526,82470
2020-12-06,Delhi,43537,35350,1319,37069
2020-12-06,Uttar Pradesh,17205,15846,469,96494
2020-12-06,Karnataka,38008,33749,1295,39629
2020-12-06,Tamil Nadu,47910,40801,1888,45088
2020-12-06,Gujarat,45135,39530,1119,75199
2020-12-07,Maharashtra,39677,36684,1689,28977
2020-12-07,Delhi,41931,33992,1078,14921
2020-12-07,Uttar Pradesh,35959,28064,739,79408
2020-12-07,Karnataka,20230,17681,477,9922
2020-12-07,Tamil Nadu,5392,4559,92,24381
2020-12-07,Gujarat,48783,43457,545,64072
2020-12-08,Maharashtra,3024,2313,95,89105
2020-12-08,Delhi,8086,7571,147,20916
2020-12-08,Uttar Pradesh,16248,12671,493,53380
2020-12-08,Karnataka,8848,8229,417,40233
2020-12-08,Tamil Nadu,17304,16079,731,98311
2020-12-08,Gujarat,10425,8698,200,78746
2020-12-09,Maharashtra,3759,2847,134,55411
2020-12-09,Delhi,41958,34458,879,76309
2020-12-09,Uttar Pradesh,13786,11379,635,86867
2020-12-09,Karnataka,41612,31693,1959,79804
2020-12-09,Tamil Nadu,28757,22561,723,33314
2020-12-09,Gujarat,29583,22772,1256,14967
2020-12-10,Maharashtra,17218,13637,561,61131
2020-12-10,Delhi,24178,18324,631,67539
2020-12-10,Uttar Pradesh,33584,29876,1193,33261
2020-12-10,Karnataka,42065,32335,1139,8346
2020-12-10,Tamil Nadu,31807,29883,922,38012
2020-12-10,Gujarat,36393,30919,815,78273
2020-12-11,Maharashtra,47792,44132,1764,12310
2020-12-11,Delhi,36167,29225,1637,55621
2020-12-11,Uttar Pradesh,11892,10609,581,46615
2020-12-11,Karnataka,48553,38773,2249,75658
2020-12-11,Tamil Nadu,10852,9917,264,44994
2020-12-11,Gujarat,38876,31433,972,5560
2020-12-12,Maharashtra,2312,2182,109,26329
2020-12-12,Delhi,39142,32658,1473,40645
2020-12-12,Uttar Pradesh,22966,19387,412,13749
2020-12-12,Karnataka,31783,24222,843,67709
2020-12-12,Tamil Nadu,18323,15340,731,63328
2020-12-12,Gujarat,13213,10259,487,77723
2020-12-13,Maharashtra,33800,31669,1466,27369
2020-12-13,Delhi,48928,39663,1329,17120
2020-12-13,Uttar Pradesh,35311,27594,396,19963
2020-12-13,Karnataka,12580,10040,246,26605
2020-12-13,Tamil Nadu,46365,43383,1538,65776
2020-12-13,Gujarat,7722,6881,330,67784
2020-12-14,Maharashtra,16928,13328,732,65998
2020-12-14,Delhi,35898,29440,900,72042
2020-12-14,Uttar Pradesh,16222,12949,297,74672
2020-12-14,Karnataka,47246,41166,1812,7810
2020-12-14,Tamil Nadu,12663,10108,166,92858
2020-12-14,Gujarat,8999,8094,288,94792
2020-12-15,Maharashtra,45433,42794,1894,59951
2020-12-15,Delhi,17182,14581,199,39413
2020-12-15,Uttar Pradesh,11435,9453,183,98823
2020-12-15,Karnataka,4688,3782,156,32624
2020-12-15,Tamil Nadu,26964,22626,1171,62745
2020-12-15,Gujarat,39379,30744,1753,29843
2020-12-16,Maharashtra,47484,39362,1701,33797
2020-12-16,Delhi,7449,6976,188,18663
2020-12-16,Uttar Pradesh,5784,5257,89,80591
2020-12-16,Karnataka,30508,26098,1439,12446
2020-12-16,Tamil Nadu,5725,4824,260,71945
2020-12-16,Gujarat,9205,7927,240,20704
2020-12-17,Maharashtra,30902,26391,1145,58517
2020-12-17,Delhi,35012,27176,1191,33743
2020-12-17,Uttar Pradesh,33161,26477,1557,68190
2020-12-17,Karnataka,14275,10761,698,70908
2020-12-17,Tamil Nadu,23620,18577,778,67175
2020-12-17,Gujarat,33624,29058,348,6695
2020-12-18,Maharashtra,35675,29844,1047,6403
2020-12-18,Delhi,18810,14176,680,52829
2020-12-18,Uttar Pradesh,10230,7750,509,99792
2020-12-18,Karnataka,26651,24017,748,84198
2020-12-18,Tamil Nadu,14739,11966,336,24420
2020-12-18,Gujarat,24761,21810,520,49135
2020-12-19,Maharashtra,38067,30083,1840,81853
2020-12-19,Delhi,22534,19091,823,12689
2020-12-19,Uttar Pradesh,4567,4310,177,42412
2020-12-19,Karnataka,48734,37574,1829,27228
2020-12-19,Tamil Nadu,13388,12472,564,19728
2020-12-19,Gujarat,45774,40670,1504,66756
2020-12-20,Maharashtra,4239,3632,191,91457
2020-12-20,Delhi,23745,20097,304,32632
2020-12-20,Uttar Pradesh,13856,11291,662,63182
2020-12-20,Karnataka,3801,3201,140,60654
2020-12-20,Tamil Nadu,7038,5963,278,19648
2020-12-20,Gujarat,1364,1193,50,12436
2020-12-21,Maharashtra,22177,20827,339,68295
2020-12-21,Delhi,13638,10950,645,88106
2020-12-21,Uttar Pradesh,49223,39073,1364,70888
2020-12-21,Karnataka,22586,17409,1095,21865
2020-12-21,Tamil Nadu,38055,32988,1154,9477
2020-12-21,Gujarat,7533,6123,250,5865
2020-12-22,Maharashtra,12173,10130,428,16254
2020-12-22,Delhi,5018,4477,60,33343
2020-12-22,Uttar Pradesh,4770,4014,97,23263
2020-12-22,Karnataka,39140,33136,1779,95898
2020-12-22,Tamil Nadu,1148,1033,15,60833
2020-12-22,Gujarat,21140,20047,862,83315
2020-12-23,Maharashtra,32075,27272,620,69555
2020-12-23,Delhi,39460,32079,1160,16672
2020-12-23,Uttar Pradesh,32042,27828,807,60728
2020-12-23,Karnataka,30381,26462,984,73184
2020-12-23,Tamil Nadu,41081,34959,700,87790
2020-12-23,Gujarat,16234,13934,247,62138
2020-12-24,Maharashtra,25846,24204,1237,66358
2020-12-24,Delhi,16321,15096,217,64056
2020-12-24,Uttar Pradesh,5893,4998,162,74918
2020-12-24,Karnataka,2785,2614,128,87215
2020-12-24,Tamil Nadu,44013,34307,1516,58450
2020-12-24,Gujarat,34092,30442,1619,90038
2020-12-25,Maharashtra,1760,1662,48,76035
2020-12-25,Delhi,1364,1287,27,51300
2020-12-25,Uttar Pradesh,48176,41396,1579,20863
2020-12-25,Karnataka,13561,11693,175,82947
2020-12-25,Tamil Nadu,20465,17574,481,72643
2020-12-25,Gujarat,8928,7790,399,30017
2020-12-26,Maharashtra,14528,12157,621,20167
2020-12-26,Delhi,16343,12648,511,86060
2020-12-26,Uttar Pradesh,14285,10873,417,9302
2020-12-26,Karnataka,23391,19051,645,85618
2020-12-26,Tamil Nadu,48409,45305,1700,78914
2020-12-26,Gujarat,2597,2079,127,83553
2020-12-27,Maharashtra,25815,24136,1069,23890
2020-12-27,Delhi,5725,4761,132,18092
2020-12-27,Uttar Pradesh,31382,23841,876,95751
2020-12-27,Karnataka,13612,10552,203,57137
2020-12-27,Tamil Nadu,1559,1191,56,25372
2020-12-27,Gujarat,33140,29881,1134,5037
2020-12-28,Maharashtra,44032,33495,687,96552
2020-12-28,Delhi,35600,30288,1131,5432
2020-12-28,Uttar Pradesh,5151,4731,200,97159
2020-12-28,Karnataka,23104,17624,825,38257
2020-12-28,Tamil Nadu,40657,37776,1468,72996
2020-12-28,Gujarat,38297,33620,580,84803
2020-12-29,Maharashtra,10581,8517,481,92483
2020-12-29,Delhi,3963,3175,152,37305
2020-12-29,Uttar Pradesh,18360,13884,893,65686
2020-12-29,Karnataka,5512,4468,135,79519
2020-12-29,Tamil Nadu,1636,1545,56,83561
2020-12-29,Gujarat,10280,8369,459,60184
2020-12-30,Maharashtra,46656,38749,854,99002
2020-12-30,Delhi,11778,10583,429,41382
2020-12-30,Uttar Pradesh,26818,20638,886,74868
2020-12-30,Karnataka,13002,11099,313,84305
2020-12-30,Tamil Nadu,30318,28329,539,78374
2020-12-30,Gujarat,46167,39325,1993,51710
2020-12-31,Maharashtra,17766,14834,268,6509
2020-12-31,Delhi,24957,22089,1025,51874
2020-12-31,Uttar Pradesh,27148,23867,286,6359
2020-12-31,Karnataka,25532,20009,1031,25601
2020-12-31,Tamil Nadu,20116,17970,769,35782
2020-12-31,Gujarat,46559,37430,1685,49458
2021-01-01,Maharashtra,27020,21316,1060,18908
2021-01-01,Delhi,31652,29155,968,83287
2021-01-01,Uttar Pradesh,48482,42898,1712,43314
2021-01-01,Karnataka,36453,31744,540,20831
2021-01-01,Tamil Nadu,21125,17545,708,87824
2021-01-01,Gujarat,36794,30767,625,43737
2021-01-02,Maharashtra,3620,3121,135,45138
2021-01-02,Delhi,14854,11421,728,22824
2021-01-02,Uttar Pradesh,1765,1473,63,41860
2021-01-02,Karnataka,13975,12745,439,86371
2021-01-02,Tamil Nadu,27548,21000,454,66562
2021-01-02,Gujarat,41409,36738,828,84409
2021-01-03,Maharashtra,32568,28924,1071,43773
2021-01-03,Delhi,42924,37215,1310,9311
2021-01-03,Uttar Pradesh,45214,34554,614,11083
2021-01-03,Karnataka,13598,11166,416,62395
2021-01-03,Tamil Nadu,43321,39976,951,96760
2021-01-03,Gujarat,15635,12089,541,40790
2021-01-04,Maharashtra,47585,41904,758,47676
2021-01-04,Delhi,10475,8960,412,37430
2021-01-04,Uttar Pradesh,42961,37941,921,89258
2021-01-04,Karnataka,43815,34556,806,32115
2021-01-04,Tamil Nadu,38376,35664,707,54752
2021-01-04,Gujarat,14411,11175,512,42251
2021-01-05,Maharashtra,31960,24827,1143,9482
2021-01-05,Delhi,43454,37434,879,48284
2021-01-05,Uttar Pradesh,8396,6492,264,66480
2021-01-05,Karnataka,6241,5015,213,19318
2021-01-05,Tamil Nadu,23331,22088,1129,98685
2021-01-05,Gujarat,4218,4003,184,45077
2021-01-06,Maharashtra,15379,12682,389,53624
2021-01-06,Delhi,10611,9339,366,31016
2021-01-06,Uttar Pradesh,12936,11818,149,41943
2021-01-06,Karnataka,49158,41909,1274,28244
2021-01-06,Tamil Nadu,49777,38728,1581,58836
2021-01-06,Gujarat,35178,27052,428,65848
2021-01-07,Maharashtra,21946,18637,573,48744
2021-01-07,Delhi,40159,37841,1364,62275
2021-01-07,Uttar Pradesh,45358,35010,1174,11806
2021-01-07,Karnataka,40197,32332,744,44220
2021-01-07,Tamil Nadu,18158,15447,811,29188
2021-01-07,Gujarat,28079,23332,849,89932
2021-01-08,Maharashtra,40032,31063,1291,16136
2021-01-08,Delhi,20203,16177,916,71720
2021-01-08,Uttar Pradesh,23727,21766,1182,74110
2021-01-08,Karnataka,37087,28652,1275,90053
2021-01-08,Tamil Nadu,38696,35112,474,51728
2021-01-08,Gujarat,1690,1591,79,55044
2021-01-09,Maharashtra,26825,23259,855,51732
